image_hash,image_path,label,filename,label_idx
a495ed907c7ac04d71e654b31e9202aa,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Strong-Light Burn/TN-573.jpg,Strong-Light Burn,TN-573.jpg,4
2209d7e3f4432d0b12cfdd44c64c9c4a,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-2426.jpg,Hail damage,TN-2426.jpg,1
00d3af885d9f7bea2a3908b30fe020a2,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Strong-Light Burn/TN-145.jpg,Strong-Light Burn,TN-145.jpg,4
e87e0f994d56545ad92108233aeb2628,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-1869.jpg,Hail damage,TN-1869.jpg,1
9428d10c1f71660d36e266277be0448e,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-1292.jpg,Hail damage,TN-1292.jpg,1
31ad3f086c5a6f4f9dc4adc85d6eaa1d,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Root Damage/TN-430.jpg,Root Damage,TN-430.jpg,3
73c5626619165f02069e7161f0ead444,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-1157.jpg,Mixed,TN-1157.jpg,2
e13c73ce20cf574c9b09ba049dabd353,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-458.jpg,Mixed,TN-458.jpg,2
c22636b82a6a393db7384528748ff33e,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-918.jpg,Hail damage,TN-918.jpg,1
db4878b55cdf9d5d4a76e234085b37b8,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Root Damage/TN-167.jpg,Root Damage,TN-167.jpg,3
4a3382110c775ecb1b67d8764f29117f,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Root Damage/TN-772.jpg,Root Damage,TN-772.jpg,3
499cbff380d5db653a09977a0a63ef00,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-1765.jpg,Mixed,TN-1765.jpg,2
8a8dd09053a2c57ced82e5b7d0387624,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Strong-Light Burn/TN-207.jpg,Strong-Light Burn,TN-207.jpg,4
31d90b7cd5de80e82c3b7366aeb507a1,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-213.jpg,Mixed,TN-213.jpg,2
2085d10f9e204ddcebbc01fb9586453f,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Cotton Bollworm Infestation/TN-547.jpg,Cotton Bollworm Infestation,TN-547.jpg,0
32346ac2e4c50ca698e834c3a60ead39,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Root Damage/TN-682.jpg,Root Damage,TN-682.jpg,3
4ae71305be73928186ddefc08e236217,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-1568.jpg,Hail damage,TN-1568.jpg,1
de2d2d6e25049578cab6521f5e59fcc5,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Cotton Bollworm Infestation/TN-386.jpg,Cotton Bollworm Infestation,TN-386.jpg,0
e6b1ac2d6e15d440cd47d06acbda2e9c,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Cotton Bollworm Infestation/TN-324.jpg,Cotton Bollworm Infestation,TN-324.jpg,0
1fedec812a6e30623a9b2b2bd39dd87f,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Hail damage/TN-770.jpg,Hail damage,TN-770.jpg,1
cd2f79485116a4ad6a974615455a2707,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-57.jpg,Mixed,TN-57.jpg,2
c404923e738d4fbbb98a16b73285ae19,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Cotton Bollworm Infestation/TN-848.jpg,Cotton Bollworm Infestation,TN-848.jpg,0
222d6b08411acb5989047dc89db2c858,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Hail damage/TN-792.jpg,Hail damage,TN-792.jpg,1
9d3c759d97acc3085c58aafac2717275,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Cotton Bollworm Infestation/TN-996.jpg,Cotton Bollworm Infestation,TN-996.jpg,0
414f05e301172bf7a454333b645774a0,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-1293.jpg,Mixed,TN-1293.jpg,2
751cbf7d4a305b8bb4e5ac94c79e4054,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Strong-Light Burn/TN-20.jpg,Strong-Light Burn,TN-20.jpg,4
afc8b4111b7db11a269148eac2c3f403,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-808.jpg,Hail damage,TN-808.jpg,1
1006009dd0d573dbbbde672291329ea9,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Cotton Bollworm Infestation/TN-746.jpg,Cotton Bollworm Infestation,TN-746.jpg,0
d97697086e2dac85a25e365731b9f460,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Root Damage/TN-837.jpg,Root Damage,TN-837.jpg,3
76b5f33428335a99ee2dc8b6ac06ce8d,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Cotton Bollworm Infestation/TN-814.jpg,Cotton Bollworm Infestation,TN-814.jpg,0
f152c9f4d7b1d5cf52afa1503c008a59,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Root Damage/TN-737.jpg,Root Damage,TN-737.jpg,3
24cb3b977ecfc44be57d71334d83ee96,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-1628.jpg,Hail damage,TN-1628.jpg,1
6463021322ef1d6a22aa3789f1d3a1eb,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-1175.jpg,Mixed,TN-1175.jpg,2
7cb01a12f0e7d5d08f988f59b8f89425,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-670.jpg,Mixed,TN-670.jpg,2
cbf482c400f47a05a9bcaf4ea0604f39,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-1403.jpg,Mixed,TN-1403.jpg,2
294cfabc5ddd29d53f05eeaf7a4baf5c,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Root Damage/TN-467.jpg,Root Damage,TN-467.jpg,3
2bdb710c77218863486f6b8542a1644f,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-1377.jpg,Hail damage,TN-1377.jpg,1
256bd63b26ba7ef730b7ffa29d952df8,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-1169.jpg,Mixed,TN-1169.jpg,2
3e32bbee307425a12f7abefa9f20a998,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Strong-Light Burn/TN-647.jpg,Strong-Light Burn,TN-647.jpg,4
9e2c584894376d844ed44c1c9b0a05d6,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-151.jpg,Mixed,TN-151.jpg,2
2650cd659c3ae94190fa41ca79e905eb,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Root Damage/TN-328.jpg,Root Damage,TN-328.jpg,3
7fb1e43e326852e355ebbeb5016bf1ee,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Cotton Bollworm Infestation/TN-372.jpg,Cotton Bollworm Infestation,TN-372.jpg,0
7c47b0d90e8f490d8bc9592a2bac0e4b,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Hail damage/TN-273.jpg,Hail damage,TN-273.jpg,1
16fe90ddba352108a348a2d0b1573014,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Root Damage/TN-30.jpg,Root Damage,TN-30.jpg,3
56ed6de0fa35fe9a2e404f6b4e834935,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Root Damage/TN-824.jpg,Root Damage,TN-824.jpg,3
f6c69fcd17ae2c0507abcb6599c400d2,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-1952.jpg,Hail damage,TN-1952.jpg,1
7fa3ba9d05732b8ea12ec6a995ac0507,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Cotton Bollworm Infestation/TN-102.jpg,Cotton Bollworm Infestation,TN-102.jpg,0
7d68c51727983b5d68292f5eb36b54cc,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-1313.jpg,Mixed,TN-1313.jpg,2
ba4015dc6a63ed455c68a3a8d66745aa,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-1150.jpg,Hail damage,TN-1150.jpg,1
3e6988cc1d2ed1f89d093eb89bbf22f5,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Root Damage/TN-23.jpg,Root Damage,TN-23.jpg,3
940bb23635d71d1db594b90a744dcc46,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-2336.jpg,Mixed,TN-2336.jpg,2
cbba0cf493b3b4cd1a929e624577920d,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Strong-Light Burn/TN-412.jpg,Strong-Light Burn,TN-412.jpg,4
83f1daf69351a5297891d2f3346db67a,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-1524.jpg,Mixed,TN-1524.jpg,2
f965f6b0bd9d828a615180d7d0b65edb,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-1957.jpg,Mixed,TN-1957.jpg,2
48103c2a7dd6715213549ddd758e4885,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-684.jpg,Hail damage,TN-684.jpg,1
7839bb42a209da9833b6604446489a9d,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Cotton Bollworm Infestation/TN-356.jpg,Cotton Bollworm Infestation,TN-356.jpg,0
55811e1387873ae9068d3afb07b0fc9d,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-1586.jpg,Mixed,TN-1586.jpg,2
65b7b6321887e156d29796eb0a616098,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-2610.jpg,Hail damage,TN-2610.jpg,1
78ff3b97ef95ed161684365b35d40fbe,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-879.jpg,Hail damage,TN-879.jpg,1
f6b0362e8e0f67f08ceb5a18e031285c,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Cotton Bollworm Infestation/TN-428.jpg,Cotton Bollworm Infestation,TN-428.jpg,0
ee88d3192646858ff754a58a9ed3eb35,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-2037.jpg,Mixed,TN-2037.jpg,2
2fe6674da868e363b53f46d7b7de637a,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-2827.jpg,Hail damage,TN-2827.jpg,1
4bafb1066a685d7597fa25f6da54c269,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Cotton Bollworm Infestation/TN-576.jpg,Cotton Bollworm Infestation,TN-576.jpg,0
f1ae1dd637e781681f3b70e72655abc3,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-1568.jpg,Mixed,TN-1568.jpg,2
fd598d2bb53dc69fbb1a90ab86d7bebb,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Hail damage/TN-522.jpg,Hail damage,TN-522.jpg,1
9ac4230329104a63ed4efd397b0a3cb0,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-1629.jpg,Hail damage,TN-1629.jpg,1
792b3d047f17c485ca78df021324fee6,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Root Damage/TN-338.jpg,Root Damage,TN-338.jpg,3
56e90c222108873f47bcd0e9a73e143e,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-2068.jpg,Hail damage,TN-2068.jpg,1
411067216e9a1a7fcc6944f0a7248c5f,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-2040.jpg,Hail damage,TN-2040.jpg,1
87735f1f07ccffdb6f9c8816d8634650,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Root Damage/TN-371.jpg,Root Damage,TN-371.jpg,3
7d599345f9a043c8a5d5647e0bf4d02b,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-1755.jpg,Mixed,TN-1755.jpg,2
f110bf44063cd723b8f62c75e10d8afe,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-1630.jpg,Mixed,TN-1630.jpg,2
273d61616882186b2e904328be5bb732,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Root Damage/TN-318.jpg,Root Damage,TN-318.jpg,3
8711d81fdb2e7edff8c1c0a6c86d72ef,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Root Damage/TN-767.jpg,Root Damage,TN-767.jpg,3
28755f64cbac8c421d1dd668862ce19f,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Root Damage/TN-563.jpg,Root Damage,TN-563.jpg,3
6d764f55d500012ac24dd02fc7ca7860,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Hail damage/TN-652.jpg,Hail damage,TN-652.jpg,1
9b1d97f0ccac1991872e80dea048be58,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-733.jpg,Hail damage,TN-733.jpg,1
2c5c700cd7a9fd70526a1ebe2aeac92c,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Strong-Light Burn/TN-261.jpg,Strong-Light Burn,TN-261.jpg,4
08cf46cad0a7d3f005dd48d6d5534932,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-1095.jpg,Mixed,TN-1095.jpg,2
9155b14ee1b82b17ceca6e7e30bc5083,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Root Damage/TN-232.jpg,Root Damage,TN-232.jpg,3
ab4c893ccba825aef017182f63a11be7,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-916.jpg,Mixed,TN-916.jpg,2
4501bf77385017fae958a3acae753027,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Cotton Bollworm Infestation/TN-449.jpg,Cotton Bollworm Infestation,TN-449.jpg,0
3f97162ebbd8124af3f95cc80e47f34a,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-1147.jpg,Hail damage,TN-1147.jpg,1
3aedb26b7817b2250f6b1072bc3a934c,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-1498.jpg,Hail damage,TN-1498.jpg,1
1da513aa7efbf4b5b9336b7eed210878,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Hail damage/TN-518.jpg,Hail damage,TN-518.jpg,1
5f3d4268ebc601d9431ab76e1b090a74,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Hail damage/TN-576.jpg,Hail damage,TN-576.jpg,1
a5f0eacfdd2a17bc586e20cfbc303132,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Root Damage/TN-538.jpg,Root Damage,TN-538.jpg,3
c93e094d82bdbef3e26915b6b40dc328,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Root Damage/TN-423.jpg,Root Damage,TN-423.jpg,3
b3e688a100462b2298752968fdabb953,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Strong-Light Burn/TN-492.jpg,Strong-Light Burn,TN-492.jpg,4
6dad1aad3edd1ece44e908acd67c9abc,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Cotton Bollworm Infestation/TN-565.jpg,Cotton Bollworm Infestation,TN-565.jpg,0
d3e4eb1d1cbd4303aa801acfc58a896a,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-317.jpg,Mixed,TN-317.jpg,2
a15332022f8274dc8cc645aeb3eb4d42,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Cotton Bollworm Infestation/TN-409.jpg,Cotton Bollworm Infestation,TN-409.jpg,0
ff5581a8606e9dd75661ceea6ba3e971,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-163.jpg,Mixed,TN-163.jpg,2
ae6fce4e8008e29a5aaffa90183beeb7,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Cotton Bollworm Infestation/TN-528.jpg,Cotton Bollworm Infestation,TN-528.jpg,0
6b0442a9d28c63c929e39962d8a0eb8b,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-797.jpg,Hail damage,TN-797.jpg,1
31dd17d95b1299c5e64fadb410e55010,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-2787.jpg,Hail damage,TN-2787.jpg,1
ea336b58b3640b1c98b3905f273295cc,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-1016.jpg,Mixed,TN-1016.jpg,2
d73ee6f3d72cd60a78cb29ea3018e2f9,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-1789.jpg,Hail damage,TN-1789.jpg,1
f22f9001d91da2d77ef3ebd2edb41575,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Hail damage/TN-596.jpg,Hail damage,TN-596.jpg,1
1112a26e07f2713887b77e409bee8b86,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Root Damage/TN-477.jpg,Root Damage,TN-477.jpg,3
e7f5ef96742bd67babec4a4575578aaa,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-2669.jpg,Hail damage,TN-2669.jpg,1
6ca8695eda7cec5f6f1c0696c00cac99,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Root Damage/TN-774.jpg,Root Damage,TN-774.jpg,3
b6d66b9ce598673f764873cfdb0a5563,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-509.jpg,Hail damage,TN-509.jpg,1
ccb8e5358653669c1439b58a4ddb728a,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Cotton Bollworm Infestation/TN-741.jpg,Cotton Bollworm Infestation,TN-741.jpg,0
c1fd33c7a62d270329f8462d6f88ef57,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-2356.jpg,Mixed,TN-2356.jpg,2
bb36f304e9c36eab54ae39a837c7ad2d,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-956.jpg,Hail damage,TN-956.jpg,1
1cd2bfa8714c8c70a1f6b1fc751f0436,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-1765.jpg,Hail damage,TN-1765.jpg,1
baa844d40cb46841d97c0c9dca35d9eb,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Cotton Bollworm Infestation/TN-129.jpg,Cotton Bollworm Infestation,TN-129.jpg,0
12a3536223601970df1cb27990ec0dbf,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Hail damage/TN-817.jpg,Hail damage,TN-817.jpg,1
f7411197033130ed8fce469efb33bccc,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Root Damage/TN-694.jpg,Root Damage,TN-694.jpg,3
6b3dc91d55bf82c3eeadb9d8235b5d7c,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-2031.jpg,Mixed,TN-2031.jpg,2
821e25fa02953fb2fd8339cff1c9d732,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-2128.jpg,Hail damage,TN-2128.jpg,1
ccba453a7ff0cadb9cfce7e575ca6efc,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-900.jpg,Hail damage,TN-900.jpg,1
78e53bef9fe10abd05e98fe17ffb227a,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-1920.jpg,Mixed,TN-1920.jpg,2
5a0f452c3c0589e61f5264b7922aa20b,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-1021.jpg,Mixed,TN-1021.jpg,2
72e5d8cc988d2bd76708db0482810ee7,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Cotton Bollworm Infestation/TN-106.jpg,Cotton Bollworm Infestation,TN-106.jpg,0
468071cb902f17c15864544e672d124f,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Strong-Light Burn/TN-29.jpg,Strong-Light Burn,TN-29.jpg,4
a1fb20d7005d423d13bfea0b29aad434,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Cotton Bollworm Infestation/TN-1032.jpg,Cotton Bollworm Infestation,TN-1032.jpg,0
d132a95fa8381c9f489e283a9b7782ce,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Cotton Bollworm Infestation/TN-392.jpg,Cotton Bollworm Infestation,TN-392.jpg,0
f2aec145a98f1c87422c30eb59da6e2d,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-2731.jpg,Hail damage,TN-2731.jpg,1
6c11648d04f4ccbf19edf7a0a415eb07,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Test Dataset/Hail damages/TN-2449.jpg,Hail damage,TN-2449.jpg,1
c80eb73fb7b4835a06d2c180d7635361,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-1120.jpg,Mixed,TN-1120.jpg,2
c1295bbdd3aa5e56bed12ebc99fce0ff,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Hail damage/TN-725.jpg,Hail damage,TN-725.jpg,1
e707bd6c9c5dcfcf7ee028ce1008bfc8,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-2165.jpg,Mixed,TN-2165.jpg,2
482af11c2d6b0a238a335f288cb48dbf,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Root Damage/TN-110.jpg,Root Damage,TN-110.jpg,3
9a22f9f00d9d90a7398d48175b1f6fa7,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Mixed/TN-1035.jpg,Mixed,TN-1035.jpg,2
9ac30eb8d6c4dc3ff4ee638508d1619b,/home/sparsh/Naplam/Bangladesh-UAV-PlantDisease/Training Dataset/Cotton Bollworm Infestation/TN-545.jpg,Cotton Bollworm Infestation,TN-545.jpg,0
